addresspoid,housenum,geo_housenum,geo_streetname,geo_return_code,geo_message,geo_reason_code
2088877,208,208,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2088878,210,210,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2088879,212,212,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2088880,214,214,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2088881,216,216,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2088969,140,140,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2088975,2,2,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2088976,4,4,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2088977,6,6,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2088978,8,8,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2088979,10,10,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2088980,12,12,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2088981,14,14,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2088982,16,16,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2088983,18,18,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2088984,22,22,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2088985,26,26,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2088986,28,28,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2088992,30,30,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2090926,1061,1061,REVERE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
2093806,60,60,PILOT STREET,42,ADDRESS NUMBER OUT OF RANGE,""
2094946,178,178,BAY STREET,42,ADDRESS NUMBER OUT OF RANGE,""
2094992,184,184,DITMARS STREET,42,ADDRESS NUMBER OUT OF RANGE,""
2095047,353A,353A,FORDHAM PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
2095748,2395A,2395A,PALISADE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
2096542,289,289,WEST  236 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
2098857,595A5,"",WEST  239 STREET,13,ADDRESS NBR 595A5  CONTAINS AN INVALID CHARACTER(A) IN POSITION 4.,1
2098858,595B6,"",WEST  239 STREET,13,ADDRESS NBR 595B6  CONTAINS AN INVALID CHARACTER(B) IN POSITION 4.,1
2098859,595B5,"",WEST  239 STREET,13,ADDRESS NBR 595B5  CONTAINS AN INVALID CHARACTER(B) IN POSITION 4.,1
2098860,595B4,"",WEST  239 STREET,13,ADDRESS NBR 595B4  CONTAINS AN INVALID CHARACTER(B) IN POSITION 4.,1
2098861,595A4,"",WEST  239 STREET,13,ADDRESS NBR 595A4  CONTAINS AN INVALID CHARACTER(A) IN POSITION 4.,1
2098862,595A3,"",WEST  239 STREET,13,ADDRESS NBR 595A3  CONTAINS AN INVALID CHARACTER(A) IN POSITION 4.,1
2098863,595A2,"",WEST  239 STREET,13,ADDRESS NBR 595A2  CONTAINS AN INVALID CHARACTER(A) IN POSITION 4.,1
2098864,595A1,"",WEST  239 STREET,13,ADDRESS NBR 595A1  CONTAINS AN INVALID CHARACTER(A) IN POSITION 4.,1
2098865,595B1,"",WEST  239 STREET,13,ADDRESS NBR 595B1  CONTAINS AN INVALID CHARACTER(B) IN POSITION 4.,1
2098866,595B2,"",WEST  239 STREET,13,ADDRESS NBR 595B2  CONTAINS AN INVALID CHARACTER(B) IN POSITION 4.,1
2098867,595B3,"",WEST  239 STREET,13,ADDRESS NBR 595B3  CONTAINS AN INVALID CHARACTER(B) IN POSITION 4.,1
2098868,595A6,"",WEST  239 STREET,13,ADDRESS NBR 595A6  CONTAINS AN INVALID CHARACTER(A) IN POSITION 4.,1
2099051,691,691,WEST  246 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
2099789,1781,1781,WESTCHESTER AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
2099790,1785,1785,WESTCHESTER AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
2101452,902,902,EAST GUN HILL ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
2102139,1226,1226,MORRIS AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
2102678,3539,3539,FISH AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
2103811,75,75,WESTCHESTER SQUARE,42,ADDRESS NUMBER OUT OF RANGE,""
2104126,625F,625F,EAST  137 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
2104548,211,211,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2104553,235,235,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2104554,232,232,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2104555,224,224,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2104559,295,295,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2104574,280,280,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2104575,278,278,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
2104738,738B,738B,EAST  233 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3000013,19,19,CADMAN PLAZA EAST,50,CADMAN PLAZA EAST IS AN INVALID STREET NAME FOR THIS LOCATION,1
3000069,30,30,CADMAN PLAZA EAST,50,CADMAN PLAZA EAST IS AN INVALID STREET NAME FOR THIS LOCATION,1
3000076,25,25,CADMAN PLAZA EAST,50,CADMAN PLAZA EAST IS AN INVALID STREET NAME FOR THIS LOCATION,1
3000081,31,31,CADMAN PLAZA EAST,50,CADMAN PLAZA EAST IS AN INVALID STREET NAME FOR THIS LOCATION,1
3000214,40,40,CADMAN PLAZA EAST,50,CADMAN PLAZA EAST IS AN INVALID STREET NAME FOR THIS LOCATION,1
3000214,58,58,CADMAN PLAZA EAST,50,CADMAN PLAZA EAST IS AN INVALID STREET NAME FOR THIS LOCATION,1
3000307,81,81,CADMAN PLAZA EAST,50,CADMAN PLAZA EAST IS AN INVALID STREET NAME FOR THIS LOCATION,1
3000310,65,65,CADMAN PLAZA EAST,50,CADMAN PLAZA EAST IS AN INVALID STREET NAME FOR THIS LOCATION,1
3000533,180,180,CONCORD STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3002544,751/2,75 1/2,WILLOW STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3004517,132,132,WARREN STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3004517,134,134,WARREN STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3008572,517B,517B,DEGRAW STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3009168,276,276,PRESIDENT STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3010132,82,82,3 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3010915,112,112,RICHARDS STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3011083,52,52,WEST    9 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3012546,2221/2,222 1/2,21 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3012608,106,106,25 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3012900,322,322,24 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3012900,332,332,24 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3013795,928A,928A,4 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3013796,928B,928B,4 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3013797,9281/2,928 1/2,4 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3013999,978,978,4 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3014061,391,391,39 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3019404,5522,5522,3 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3020541,718,718,57 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3020543,722,722,57 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3021428,547,547,17 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3022598,242,242,22 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3022598,246,246,22 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3022618,2741/2,274 1/2,22 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3022623,2801/2,280 1/2,22 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3022691,612,612,7 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3022805,835,835,39 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3023413,4204,4204,8 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3023985,71,71,PROSPECT PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
3024719,88,88,ST JOHNS PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
3024722,104,104,ST JOHNS PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
3024725,110,110,ST JOHNS PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
3024727,112,112,ST JOHNS PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
3024729,114,114,ST JOHNS PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
3024731,118,118,ST JOHNS PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
3024733,120,120,ST JOHNS PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
3024736,124,124,ST JOHNS PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
3024738,126,126,ST JOHNS PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
3024741,132,132,ST JOHNS PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
3024743,134,134,ST JOHNS PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
3024745,136,136,ST JOHNS PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
3026883,197,197,7 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3028854,342,342,12 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3028856,336A,336A,12 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3028857,336B,336B,12 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3028905,5071/2,507 1/2,6 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3028908,5051/2,505 1/2,6 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3029205,325A,325A,14 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3029205,325C,325C,14 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3029388,133,133,15 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3030516,81A,81A,7 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3032710,4131/2,413 1/2,14 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3032716,4031/2,403 1/2,14 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3032720,3991/2,399 1/2,14 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3032725,3931/2,393 1/2,14 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3032842,188,188,PROSPECT PARK WEST,42,ADDRESS NUMBER OUT OF RANGE,""
3034407,642,642,DEAN STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3034691,560,560,BERGEN STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3041281,349,349,KINGSTON AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3044319,1537,1537,PROSPECT PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
3044319,1547,1547,PROSPECT PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
3044320,1316,1316,ST MARKS AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3045295,1662,1662,STERLING PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
3045961,287,287,TROY AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3047020,992,992,MONTGOMERY STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3048028,1661,1661,ST MARKS AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3049867,722,722,MAC DONOUGH STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3050618,239A,239A,MARION STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3050709,297,297,MARION STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3052024,61,61,MOTHER GASTON BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
3052916,155,155,ROCKAWAY AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3054443,445,445,VAN BUREN STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3054444,447,447,VAN BUREN STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3055841,151,151,MALCOLM X BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
3055845,103,103,PATCHEN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3060108,10,10,WALWORTH STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3060801,160,160,SANDFORD STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3061155,86,86,VERNON AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3061831,125,125,PULASKI STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3065093,192,192,PUTNAM AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3066343,559,559,THROOP AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3066357,2,2,HALSEY STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3066656,579,579,THROOP AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3067684,1279R,1279R,ATLANTIC AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3068354,1281/2,128 1/2,WASHINGTON AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3068368,1541/2,154 1/2,WASHINGTON AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3069731,311,311,VANDERBILT AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3070003,218,218,LAFAYETTE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3070003,224,224,LAFAYETTE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3071240,351A,351A,GRAND AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3071241,353A,353A,GRAND AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3071242,355A,355A,GRAND AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3071243,357A,357A,GRAND AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3073770,65,65,ADELPHI STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3074541,33S,33S,ST FELIX STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3077810,77,77,LYNCH STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3078951,206,206,NORTH   10 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3079590,289,289,NORTH    6 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3079995,64,64,NORTH    3 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3080559,499,499,GRAND STREET EXTENSION,50,GRAND STREET EXTENSION IS AN INVALID STREET NAME FOR THIS LOCATION,1
3080562,495,495,GRAND STREET EXTENSION,50,GRAND STREET EXTENSION IS AN INVALID STREET NAME FOR THIS LOCATION,1
3080564,493,493,GRAND STREET EXTENSION,50,GRAND STREET EXTENSION IS AN INVALID STREET NAME FOR THIS LOCATION,1
3080566,489,489,GRAND STREET EXTENSION,50,GRAND STREET EXTENSION IS AN INVALID STREET NAME FOR THIS LOCATION,1
3080568,487,487,GRAND STREET EXTENSION,50,GRAND STREET EXTENSION IS AN INVALID STREET NAME FOR THIS LOCATION,1
3080815,492,492,GRAND STREET EXTENSION,50,GRAND STREET EXTENSION IS AN INVALID STREET NAME FOR THIS LOCATION,1
3080818,496,496,GRAND STREET EXTENSION,50,GRAND STREET EXTENSION IS AN INVALID STREET NAME FOR THIS LOCATION,1
3080820,500,500,GRAND STREET EXTENSION,50,GRAND STREET EXTENSION IS AN INVALID STREET NAME FOR THIS LOCATION,1
3082789,173A,173A,GREEN STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3083528,91,91,KENT STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3085257,94,94,JEWEL STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3085945,212A,212A,NORMAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3086291,95,95,APOLLO STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3090295,892,892,MEEKER AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3091605,2,2,JUDGE STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3091728,1077,1077,GRAND STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3091791,186,186,MORGAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3092146,80,80,HARRISON PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
3092147,82,82,HARRISON PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
3092148,84,84,HARRISON PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
3092336,132,132,THAMES STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3094622,893,893,BROADWAY,42,ADDRESS NUMBER OUT OF RANGE,""
3095066,143A,143A,GEORGE STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3095566,69A,69A,TROUTMAN STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3097879,661A,661A,KOSCIUSZKO STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3102525,658,658,KNICKERBOCKER AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3104010,225,225,WEIRFIELD STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3111369,2527,2527,ATLANTIC AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3113569,383,383,PENNSYLVANIA AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3114682,431,431,RIVERDALE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3117432,117,117,ARLINGTON AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3117432,119,119,ARLINGTON AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3118128,88,88,ARLINGTON AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3118128,96,96,ARLINGTON AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3119001,218,218,SHEPHERD AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3119001,220,220,SHEPHERD AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3121356,1021,1021,SUTTER AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3121814,562,562,CLEVELAND STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3125290,193,193,EUCLID AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3129085,250,250,RUBY STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3129087,252,252,RUBY STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3129412,1112,1112,BELMONT AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3133234,180,180,VANDALIA AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3133243,1221,1221,PENNSYLVANIA AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3134303,947,947,ELDERT LANE,42,ADDRESS NUMBER OUT OF RANGE,""
3134331,140,140,SAPPHIRE STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3134383,601,601,MONTAUK AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3139551,5615,5615,SNYDER AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3143527,405,405,MAPLE STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3144354,627,627,WINTHROP STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3145328,83,83,NOSTRAND AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3149185,1266,1266,NEW YORK AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3149187,1274,1274,NEW YORK AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3154314,174,174,PARKSIDE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3155745,83,83,EAST   16 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3156195,2276B,2276B,BEDFORD AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3156678,134,134,LOTT STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3157022,153,153,VERONICA PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
3157842,367B,367B,EAST   14 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3157842,375,375,EAST   14 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3161036,1,1,IRVINGTON PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
3163179,3724,3724,12 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3165692,1469,1469,36 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3165692,1471,1471,36 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3165825,84,84,CHURCH AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3166295,243,243,EAST    9 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3169488,1601,1601,46 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3169636,4606,4606,16 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3170807,1535,1535,52 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3171714,1687,1687,55 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3175735,2178,2178,65 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3175735,2184,2184,65 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3178378,1141,1141,45 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3182320,865,865,57 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3182321,863,863,57 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3184194,6224,6224,10 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3184503,1413,1413,63 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3184503,1415,1415,63 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3184914,6413,6413,11 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3185108,854,854,65 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3187352,734,734,61 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3188417,528,528,67 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3188645,55,55,BAY RIDGE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3189200,62,62,BAY RIDGE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3189201,64,64,BAY RIDGE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3190854,642,642,71 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3192594,613,613,BAY RIDGE PARKWAY,42,ADDRESS NUMBER OUT OF RANGE,""
3197204,913,913,84 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3201328,9975,9975,3 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3204911,1276,1276,74 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3205988,1942,1942,BAY RIDGE PARKWAY,42,ADDRESS NUMBER OUT OF RANGE,""
3208680,1923A,1923A,80 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3212999,1823,1823,BENSON AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3214026,114,114,BAY   13 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3214572,96,96,BAY   29 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3215000,1552B,1552B,BATH AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3215386,1864,1864,BATH AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3215386,1866,1866,BATH AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3215699,176,176,BAY   29 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3217426,912,912,EAST    5 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3217426,924,924,EAST    5 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3218029,4620,4620,BAY PARKWAY,42,ADDRESS NUMBER OUT OF RANGE,""
3218784,1025,1025,AVENUE L,42,ADDRESS NUMBER OUT OF RANGE,""
3221805,1562B,1562B,WEST    8 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3226293,252,252,HIGHLAWN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3229226,1303A,1303A,EAST   19 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3230804,2019,2019,AVENUE P,42,ADDRESS NUMBER OUT OF RANGE,""
3231244,1521,1521,KINGS HIGHWAY,42,ADDRESS NUMBER OUT OF RANGE,""
3234252,2309,2309,82 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3234414,2377,2377,84 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3234414,2383,2383,84 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3234452,2464,2464,83 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3237701,163,163,BAY   52 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3237785,2602,2602,STILLWELL AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3238068,3512Q,3512Q,BAY VIEW AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
3239115,2865,2865,WEST   30 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3239115,2877,2877,WEST   30 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3240549,2902,2902,WEST   21 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3240549,2908,2908,WEST   21 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3241670,323,323,AVENUE T,42,ADDRESS NUMBER OUT OF RANGE,""
3242767,225A,225A,LAKE STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3243979,2145,2145,WEST    6 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
3247446,2489,2489,OCEAN PARKWAY,42,ADDRESS NUMBER OUT OF RANGE,""
3250572,2371,2371,CONEY ISLAND AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
